,Date,BranchLocation,C&FAgent,ProductCategory,ProductCode,Sales,InitialInventory,UnitsOrdered,DemandForecast,SellingPrice,Month_Year,Sales_lag,InitialInventory_lag,UnitsOrdered_lag
24273,2006-06-01,Hawaii BRANCH,Hawaii Agent2,Home Entertainment,65890,35256,20856,14400,48536,7.21707468879668,June 2006,42060.0,38916.0,81600.0
24274,2006-07-01,Hawaii BRANCH,Hawaii Agent2,Home Entertainment,65890,31680,0,31680,33471,7.21707468879668,July 2006,35256.0,20856.0,14400.0
24275,2006-08-01,Hawaii BRANCH,Hawaii Agent2,Home Entertainment,65890,28800,0,28800,26743,7.21707468879668,August 2006,31680.0,0.0,31680.0
24276,2006-09-01,Hawaii BRANCH,Hawaii Agent2,Home Entertainment,65890,45288,0,56160,51821,7.21707468879668,September 2006,28800.0,0.0,28800.0
24277,2006-10-01,Hawaii BRANCH,Hawaii Agent2,Home Entertainment,65890,41520,10872,45708,36000,7.21707468879668,October 2006,45288.0,0.0,56160.0
24278,2006-11-01,Hawaii BRANCH,Hawaii Agent2,Home Entertainment,65890,46992,15060,36000,35898,7.21707468879668,November 2006,41520.0,10872.0,45708.0
24279,2006-12-01,Hawaii BRANCH,Hawaii Agent2,Home Entertainment,65890,31164,4068,50424,29569,7.21707468879668,December 2006,46992.0,15060.0,36000.0
24280,2004-01-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,257920,78080,179840,260444,4.236132264529058,January 2004,,,
24281,2004-02-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,300160,0,300160,274620,4.236132264529058,February 2004,257920.0,78080.0,179840.0
24282,2004-03-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,350080,0,350080,166344,4.236132264529058,March 2004,300160.0,0.0,300160.0
24283,2004-04-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,403840,0,444800,477440,4.04,April 2004,350080.0,0.0,350080.0
24284,2004-05-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,200640,20480,180160,225870,4.15,May 2004,403840.0,0.0,444800.0
24285,2004-06-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,493440,0,536320,598232,4.0,June 2004,200640.0,20480.0,180160.0
24286,2004-07-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,323720,21440,302280,318860,4.38,July 2004,493440.0,0.0,536320.0
24287,2004-08-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,207340,0,297300,408468,3.84,August 2004,323720.0,21440.0,302280.0
24288,2004-09-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,645920,179920,497000,340940,4.0,September 2004,207340.0,0.0,297300.0
24289,2004-10-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,326500,15500,316000,170483,4.3,October 2004,645920.0,179920.0,497000.0
24290,2004-11-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,621000,7000,773000,311530,3.8,November 2004,326500.0,15500.0,316000.0
24291,2004-12-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,604000,159000,604000,495918,4.12,December 2004,621000.0,7000.0,773000.0
24292,2005-01-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,518280,159000,714040,508758,4.56,January 2005,604000.0,159000.0,604000.0
24293,2005-02-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,313500,177380,177000,265603,4.8,February 2005,518280.0,159000.0,714040.0
24294,2005-03-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,200500,40880,185000,249226,4.45,March 2005,313500.0,177380.0,177000.0
24295,2005-04-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,576500,380,727500,288008,4.08,April 2005,200500.0,40880.0,185000.0
24296,2005-05-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,443720,76100,368000,262357,4.29,May 2005,576500.0,380.0,727500.0
24297,2005-06-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,337500,380,337500,357400,4.21,June 2005,443720.0,76100.0,368000.0
24298,2005-07-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,875400,760,875000,1354630,4.53,July 2005,337500.0,380.0,337500.0
24299,2005-08-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,522000,180,522000,809239,4.23,August 2005,875400.0,760.0,875000.0
24300,2005-09-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,525000,180,525000,484594,4.44,September 2005,522000.0,180.0,522000.0
24301,2005-10-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,446500,180,793500,1155500,3.89,October 2005,525000.0,180.0,525000.0
24302,2005-11-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,1253000,694360,1218000,1010000,4.28,November 2005,446500.0,180.0,793500.0
24303,2005-12-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,679500,329680,616000,505000,4.17,December 2005,1253000.0,694360.0,1218000.0
24304,2006-01-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,657000,266180,910000,650399,4.04,January 2006,679500.0,329680.0,616000.0
24305,2006-02-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,654500,1180,728680,626023,4.25,February 2006,657000.0,266180.0,910000.0
24306,2006-03-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,794000,150360,1360000,1708430,4.45,March 2006,654500.0,1180.0,728680.0
24307,2006-04-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,632600,357680,760500,722004,4.08,April 2006,794000.0,150360.0,1360000.0
24308,2006-05-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,677000,210580,582000,553797,4.31,May 2006,632600.0,357680.0,760500.0
24309,2006-06-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,879500,13580,875500,715559,4.29,June 2006,677000.0,210580.0,582000.0
24310,2006-07-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,865500,9580,1056000,653705,4.3,July 2006,879500.0,13580.0,875500.0
24311,2006-08-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,688500,80,1062500,811732,4.07,August 2006,865500.0,9580.0,1056000.0
24312,2006-09-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,677500,164580,598000,1027853,4.39,September 2006,688500.0,80.0,1062500.0
24313,2006-10-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,1630000,160,2625000,1734058,3.92,October 2006,677500.0,164580.0,598000.0
24314,2006-11-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,1832000,483160,3298000,1531452,4.17,November 2006,1630000.0,160.0,2625000.0
24315,2006-12-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,56658,1752000,1649160,1365000,1912642,4.37,December 2006,1832000.0,483160.0,3298000.0
24316,2004-03-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,14880,0,36480,0,6.444611307420494,March 2004,,,
24317,2004-04-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,22080,21600,10080,15360,6.444611307420494,April 2004,14880.0,0.0,36480.0
24318,2004-05-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,30240,0,40800,44496,6.35,May 2004,22080.0,21600.0,10080.0
24319,2004-06-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,54720,0,56640,49974,6.444611307420494,June 2004,30240.0,0.0,40800.0
24320,2004-07-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,36960,1920,35040,50996,5.95,July 2004,54720.0,0.0,56640.0
24321,2004-08-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,50400,0,68160,61094,6.17,August 2004,36960.0,1920.0,35040.0
24322,2004-09-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,184320,35520,163200,44682,6.61,September 2004,50400.0,0.0,68160.0
24323,2004-10-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,187200,0,240000,78304,6.75,October 2004,184320.0,35520.0,163200.0
24324,2004-11-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,42240,26400,47520,33911,6.25,November 2004,187200.0,0.0,240000.0
24325,2004-12-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,100800,63360,108480,92596,6.28,December 2004,42240.0,26400.0,47520.0
24326,2005-01-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,51840,35520,36000,57718,6.59,January 2005,100800.0,63360.0,108480.0
24327,2005-02-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,135360,39360,134400,116186,6.67,February 2005,51840.0,35520.0,36000.0
24328,2005-03-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,42960,19200,42240,45028,6.45,March 2005,135360.0,39360.0,134400.0
24329,2005-04-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,115200,36960,224640,116080,5.97,April 2005,42960.0,19200.0,42240.0
24330,2005-05-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,204480,125700,79680,144792,6.42,May 2005,115200.0,36960.0,224640.0
24331,2005-06-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,82080,450,83520,61447,6.1,June 2005,204480.0,125700.0,79680.0
24332,2005-07-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,81120,1890,89280,72866,6.16,July 2005,82080.0,450.0,83520.0
24333,2005-08-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,192000,900,192000,159116,6.02,August 2005,81120.0,1890.0,89280.0
24334,2005-09-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,88800,450,113280,139766,6.54,September 2005,192000.0,900.0,192000.0
24335,2005-10-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,239040,11460,277440,202964,6.18,October 2005,88800.0,450.0,113280.0
24336,2005-11-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,148800,49860,173760,162000,6.49,November 2005,239040.0,11460.0,277440.0
24337,2005-12-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,73440,37410,89280,120000,6.44,December 2005,148800.0,49860.0,173760.0
24338,2006-01-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,62880,51840,139680,113162,6.34,January 2006,73440.0,37410.0,89280.0
24339,2006-02-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,70560,53760,96000,85943,6.25,February 2006,62880.0,51840.0,139680.0
24340,2006-03-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,46560,79200,48000,100124,6.08,March 2006,70560.0,53760.0,96000.0
24341,2006-04-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,81120,80640,67200,78684,6.56,April 2006,46560.0,79200.0,48000.0
24342,2006-05-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,97452,66720,76320,118462,6.57,May 2006,81120.0,80640.0,67200.0
24343,2006-06-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,103220,45588,94080,91575,6.46,June 2006,97452.0,66720.0,76320.0
24344,2006-07-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,95310,36448,59520,80764,6.23,July 2006,103220.0,45588.0,94080.0
24345,2006-08-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,93690,658,164640,134392,6.18,August 2006,95310.0,36448.0,59520.0
24346,2006-09-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,163290,42808,226560,138218,6.46,September 2006,93690.0,658.0,164640.0
24347,2006-10-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,96240,49391,48000,216597,6.32,October 2006,163290.0,42808.0,226560.0
24348,2006-11-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,70320,1151,146400,133529,6.57,November 2006,96240.0,49391.0,48000.0
24349,2006-12-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,58750,82080,72431,49920,115048,6.61,December 2006,70320.0,1151.0,146400.0
24350,2004-01-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,10650,9450,7500,15000,19.00008156606851,January 2004,,,
24351,2004-02-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,23700,12600,18000,19432,19.00008156606851,February 2004,10650.0,9450.0,7500.0
24352,2004-03-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,8700,3450,10204,7707,19.00008156606851,March 2004,23700.0,12600.0,18000.0
24353,2004-04-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,45900,9908,36000,41580,18.79,April 2004,8700.0,3450.0,10204.0
24354,2004-05-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,83700,8,85800,84000,18.52,May 2004,45900.0,9908.0,36000.0
24355,2004-06-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,52500,1054,54900,54160,18.96,June 2004,83700.0,8.0,85800.0
24356,2004-07-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,14700,3454,21300,26114,18.47,July 2004,52500.0,1054.0,54900.0
24357,2004-08-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,26100,20100,90000,106304,18.77,August 2004,14700.0,3454.0,21300.0
24358,2004-09-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,13650,42000,0,13512,18.35,September 2004,26100.0,20100.0,90000.0
24359,2004-10-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,21000,56700,180,20332,19.11,October 2004,13650.0,42000.0,0.0
24360,2004-11-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,10800,17790,7598,9206,18.63,November 2004,21000.0,56700.0,180.0
24361,2004-12-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,12760,29176,15000,24482,18.78,December 2004,10800.0,17790.0,7598.0
24362,2005-01-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,13500,31416,300,28238,19.15,January 2005,12760.0,29176.0,15000.0
24363,2005-02-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,11250,9107,11400,7827,18.79,February 2005,13500.0,31416.0,300.0
24364,2005-03-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,5700,9257,3600,8485,19.00008156606851,March 2005,11250.0,9107.0,11400.0
24365,2005-04-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,32860,14314,82200,46336,19.41,April 2005,5700.0,9257.0,3600.0
24366,2005-05-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,23940,31826,15000,37559,18.8,May 2005,32860.0,14314.0,82200.0
24367,2005-06-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,43840,45772,15000,65356,18.45,June 2005,23940.0,31826.0,15000.0
24368,2005-07-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,33940,16932,48600,39644,18.94,July 2005,43840.0,45772.0,15000.0
24369,2005-08-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,11040,15596,15000,18650,18.74,August 2005,33940.0,16932.0,48600.0
24370,2005-09-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,21120,39112,15000,48436,18.87,September 2005,11040.0,15596.0,15000.0
24371,2005-10-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,5525,16496,7500,11800,18.66,October 2005,21120.0,39112.0,15000.0
24372,2005-11-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,8020,18471,250,13751,18.66,November 2005,5525.0,16496.0,7500.0
24373,2005-12-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,5340,10701,7500,12000,18.82,December 2005,8020.0,18471.0,250.0
24374,2006-01-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,5760,12750,24900,16201,18.88,January 2006,5340.0,10701.0,7500.0
24375,2006-02-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,4610,15240,12150,11000,18.41,February 2006,5760.0,12750.0,24900.0
24376,2006-03-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,5430,22780,3750,8500,18.47,March 2006,4610.0,15240.0,12150.0
24377,2006-04-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,12490,10600,24000,21616,18.67,April 2006,5430.0,22780.0,3750.0
24378,2006-05-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,33260,44220,18900,49522,18.6,May 2006,12490.0,10600.0,24000.0
24379,2006-06-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,18800,14930,17700,25385,18.42,June 2006,33260.0,44220.0,18900.0
24380,2006-07-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,6245,13830,4600,17209,18.81,July 2006,18800.0,14930.0,17700.0
24381,2006-08-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,5515,12185,4350,12890,19.21,August 2006,6245.0,13830.0,4600.0
24382,2006-09-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,4830,11020,11400,13231,18.57,September 2006,5515.0,12185.0,4350.0
24383,2006-10-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,7000,35180,7500,14114,19.17,October 2006,4830.0,11020.0,11400.0
24384,2006-11-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,4970,12590,0,5534,19.12,November 2006,7000.0,35180.0,7500.0
24385,2006-12-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,62550,5350,7620,1050,6995,20.49,December 2006,4970.0,12590.0,0.0
24386,2004-01-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,8800,1200,11200,7279,8.284244604316548,January 2004,,,
24387,2004-02-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,7600,3600,4000,5000,8.284244604316548,February 2004,8800.0,1200.0,11200.0
24388,2004-03-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,17600,0,18106,12364,8.284244604316548,March 2004,7600.0,3600.0,4000.0
24389,2004-04-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,7600,13,7600,10640,7.46,April 2004,17600.0,0.0,18106.0
24390,2004-05-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,16800,13,20800,13918,7.34,May 2004,7600.0,13.0,7600.0
24391,2004-06-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,36000,8026,52800,31716,7.46,June 2004,16800.0,13.0,20800.0
24392,2004-07-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,29600,12413,17200,23308,7.79,July 2004,36000.0,8026.0,52800.0
24393,2004-08-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,12400,0,14800,21770,7.39,August 2004,29600.0,12413.0,17200.0
24394,2004-09-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,31200,4800,35200,19822,8.3,September 2004,12400.0,0.0,14800.0
24395,2004-10-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,16800,4400,26800,16897,8.55,October 2004,31200.0,4800.0,35200.0
24396,2004-11-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,32800,28800,32400,22800,8.54,November 2004,16800.0,4400.0,26800.0
24397,2004-12-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,28800,28400,20000,25980,8.37,December 2004,32800.0,28800.0,32400.0
24398,2005-01-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,27200,19600,12360,29678,8.6,January 2005,28800.0,28400.0,20000.0
24399,2005-02-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,7600,2378,5600,11524,8.31,February 2005,27200.0,19600.0,12360.0
24400,2005-03-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,18900,378,20000,9199,8.59,March 2005,7600.0,2378.0,5600.0
24401,2005-04-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,27000,1478,29600,9567,8.6,April 2005,18900.0,378.0,20000.0
24402,2005-05-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,17675,4075,13600,16853,8.2,May 2005,27000.0,1478.0,29600.0
24403,2005-06-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,57025,0,57200,29888,8.23,June 2005,17675.0,4075.0,13600.0
24404,2005-07-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,69880,175,70000,22020,8.19,July 2005,57025.0,0.0,57200.0
24405,2005-08-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,36980,295,93600,68370,8.36,August 2005,69880.0,175.0,70000.0
24406,2005-09-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,34500,56915,38000,26107,8.24,September 2005,36980.0,295.0,93600.0
24407,2005-10-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,14260,60415,0,42600,8.12,October 2005,34500.0,56915.0,38000.0
24408,2005-11-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,22900,46155,10580,41000,8.55,November 2005,14260.0,60415.0,0.0
24409,2005-12-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,40735,13835,28000,19802,8.27,December 2005,22900.0,46155.0,10580.0
24410,2006-01-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,27000,1100,58000,22893,8.39,January 2006,40735.0,13835.0,28000.0
24411,2006-02-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,49840,32200,48600,88472,8.65,February 2006,27000.0,1100.0,58000.0
24412,2006-03-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,16000,15180,16000,28200,8.24,March 2006,49840.0,32200.0,48600.0
24413,2006-04-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,35330,15180,25200,26080,8.21,April 2006,16000.0,15180.0,16000.0
24414,2006-05-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,74220,5050,78380,32516,8.29,May 2006,35330.0,15180.0,25200.0
24415,2006-06-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,69400,9210,86000,70830,8.64,June 2006,74220.0,5050.0,78380.0
24416,2006-07-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,55440,25807,52400,57126,8.48,July 2006,69400.0,9210.0,86000.0
24417,2006-08-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,39000,13967,71600,54610,8.35,August 2006,55440.0,25807.0,52400.0
24418,2006-09-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,45200,22567,58400,43529,8.66,September 2006,39000.0,13967.0,71600.0
24419,2006-10-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,82200,63200,52000,63188,8.2,October 2006,45200.0,22567.0,58400.0
24420,2006-11-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,51900,16500,62000,29731,8.66,November 2006,82200.0,63200.0,52000.0
24421,2006-12-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,63455,41200,26600,18000,40992,8.61,December 2006,51900.0,16500.0,62000.0
24422,2004-01-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,68160,40320,80640,59130,7.21707468879668,January 2004,,,
24423,2004-02-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,58560,52800,24000,52030,7.21707468879668,February 2004,68160.0,40320.0,80640.0
24424,2004-03-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,31680,9120,30245,17370,7.21707468879668,March 2004,58560.0,52800.0,24000.0
24425,2004-04-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,28320,7685,42720,63360,7.21707468879668,April 2004,31680.0,9120.0,30245.0
24426,2004-05-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,30240,22085,8160,33530,7.21707468879668,May 2004,28320.0,7685.0,42720.0
24427,2004-06-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,88320,10,102720,87740,7.16,June 2004,30240.0,22085.0,8160.0
24428,2004-07-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,58080,5,60480,57230,6.86,July 2004,88320.0,10.0,102720.0
24429,2004-08-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,59520,4800,104640,130428,7.26,August 2004,58080.0,5.0,60480.0
24430,2004-09-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,35520,24960,18720,18460,6.87,September 2004,59520.0,4800.0,104640.0
24431,2004-10-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,58560,16320,45720,34224,7.25,October 2004,35520.0,24960.0,18720.0
24432,2004-11-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,67680,3480,82560,50100,7.26,November 2004,58560.0,16320.0,45720.0
24433,2004-12-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,34224,9180,30240,34221,7.19,December 2004,67680.0,3480.0,82560.0
24434,2005-01-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,29040,5196,28800,25077,7.23,January 2005,34224.0,9180.0,30240.0
24435,2005-02-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,30960,106,39360,29450,7.07,February 2005,29040.0,5196.0,28800.0
24436,2005-03-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,21000,8506,25440,25170,6.96,March 2005,30960.0,106.0,39360.0
24437,2005-04-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,23280,12946,13440,30556,6.84,April 2005,21000.0,8506.0,25440.0
24438,2005-05-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,31800,2624,36960,29470,7.04,May 2005,23280.0,12946.0,13440.0
24439,2005-06-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,37380,7784,58140,41281,7.33,June 2005,31800.0,2624.0,36960.0
24440,2005-07-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,98088,57088,448320,97136,7.06,July 2005,37380.0,7784.0,58140.0
24441,2005-08-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,47974,205702,0,80126,7.45,August 2005,98088.0,57088.0,448320.0
24442,2005-09-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,31764,30864,48000,34842,7.28,September 2005,47974.0,205702.0,0.0
24443,2005-10-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,26220,47100,35520,32836,7.31,October 2005,31764.0,30864.0,48000.0
24444,2005-11-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,71904,74400,190,82976,7.36,November 2005,26220.0,47100.0,35520.0
24445,2005-12-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,80352,2686,96000,77116,6.5,December 2005,71904.0,74400.0,190.0
24446,2006-01-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,22944,9139,43200,31741,7.07,January 2006,80352.0,2686.0,96000.0
24447,2006-02-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,23220,22675,48499,31354,7.04,February 2006,22944.0,9139.0,43200.0
24448,2006-03-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,15204,47455,0,20391,6.72,March 2006,23220.0,22675.0,48499.0
24449,2006-04-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,34306,32202,48000,48235,7.27,April 2006,15204.0,47455.0,0.0
24450,2006-05-01,Hawaii BRANCH,Hawaii Agent3,Home Entertainment,65890,21340,17096,46080,42986,7.19,May 2006,34306.0,32202.0,48000.0
